Steps,Avg. Return,WinRate
2000000,318.83,0
4000000,395.1,0
6000000,561.51,0
8000000,550.42,0
10000000,997.4,0
12000000,1062.96,1
14000000,1169.05,1
16000000,1199.25,0
18000000,1206.16,0
20000000,1180.27,0
