Steps,Avg. Return,WinRate
2000000,699.16,10
4000000,1314.41,47
6000000,1703.86,77
8000000,1915.99,88
10000000,2027.27,95
12000000,2030.79,96
14000000,2070.24,99
16000000,2061.14,98
18000000,2089.71,100
20000000,2080.7,99
