Steps,Avg. Return,WinRate
1000000,1429.37,0
1500000,1654.64,18
2000000,191.1,0
2500000,1961.55,87
3000000,1964.31,86
3500000,1898.31,74
4000000,1942.09,80
4500000,1914.18,82
500000,1259.06,0
5000000,2024.13,97
