Steps,Avg. Return,WinRate
1000000,525.07,4
1500000,1407.41,28
2000000,2195.86,72
2500000,2487.9,95
3000000,2464.07,91
3500000,1420.88,28
4000000,2401.59,86
4500000,2545.65,98
500000,943.82,7
5000000,2426.84,91
