Steps,Avg. Return,WinRate
2000000,1057.99,8
4000000,1365.54,20
6000000,1866.95,47
8000000,2074.24,65
10000000,2301.21,74
12000000,2428.05,86
14000000,2380.15,82
16000000,2450.3,87
18000000,2404.43,85
20000000,2547.21,91
22000000,2590.71,96
24000000,2658.96,99
26000000,2581.99,95
28000000,2664.77,99
30000000,2678.94,100
