Steps,Avg. Return,WinRate
1000000,832.53,0
2000000,1494.02,0
3000000,2006.21,0
4000000,2267.58,0
5000000,2406.25,0
6000000,2478.57,0
7000000,2522.59,0
8000000,2460.66,0
9000000,2574.09,0
10000000,2560.79,0
