Steps,Avg. Return,WinRate
1000000,1271.29,0
1500000,1419.01,0
2000000,1446.05,0
2500000,1422.51,0
3000000,1453.52,0
3500000,1449.49,0
4000000,1454.01,0
4500000,1449.03,0
500000,692.53,0
5000000,1566.17,0
