Steps,Avg. Return,WinRate
100000,241.25,0
200000,248.4,0
300000,288.24,0
400000,238.28,0
500000,247.01,0
600000,280.14,0
700000,256.5,0
800000,134.67,0
900000,142.32,0
1000000,152.96,0
1500000,389.02,0
2000000,343.9,0
2500000,288.49,0
3000000,448.92,0
3500000,634.06,0
4000000,485.23,0
4500000,311.34,0
5000000,710.0,0
