Steps,Avg. Return,WinRate
1000000,743.22,0
2000000,942.58,0
3000000,1294.35,1
4000000,1708.39,5
5000000,1845.18,12
6000000,2186.34,51
7000000,2422.96,77
8000000,2538.85,93
9000000,2555.35,90
10000000,2589.73,96
