Steps,Avg. Return,WinRate
10000000,1577.72,10
12000000,1799.56,23
14000000,2018.58,37
16000000,2037.96,37
18000000,2281.76,60
2000000,463.13,0
20000000,2408.8,76
22000000,2516.95,90
24000000,2576.19,97
26000000,2569.95,97
28000000,2576.29,97
30000000,2589.8,99
4000000,952.55,0
6000000,1256.86,2
8000000,1457.31,8
