Steps,Avg. Return,WinRate
5000000,1252.51,0.25
10000000,1595.58,0.56
15000000,1694.78,0.64
20000000,1662.94,0.62
25000000,1796.48,0.73
30000000,2021.43,0.94
35000000,1966.69,0.89
40000000,2041.31,0.95
45000000,2027.65,0.94
50000000,2071.79,0.98
55000000,2059.79,0.97
60000000,2082.53,0.99
65000000,2091.75,1.0
70000000,2091.84,1.0
75000000,2082.73,0.99
80000000,2091.86,1.0
85000000,2091.89,1.0
90000000,2082.79,0.99
95000000,2078.35,0.99
100000000,2091.89,1.0
