Steps,Avg. Return,WinRate
5000000,1459.52,0.58
10000000,1626.85,0.69
15000000,1842.85,0.82
20000000,1830.68,0.81
25000000,1864.57,0.85
30000000,2034.77,0.95
35000000,2012.7,0.95
40000000,2030.59,0.95
45000000,2055.0,0.98
50000000,2088.2,1.0
55000000,2056.36,0.97
60000000,2077.61,0.99
65000000,2077.65,0.99
70000000,2088.52,1.0
75000000,2077.89,0.99
80000000,2088.68,1.0
85000000,2088.72,1.0
90000000,2088.78,1.0
95000000,2088.83,1.0
100000000,2088.85,1.0
