Steps,Avg. Return,WinRate
2000000,869.16,0
4000000,1114.79,0
6000000,1152.12,0
8000000,1277.52,0
10000000,1274.21,0
12000000,1307.64,0
14000000,1285.79,0
16000000,1314.19,0
18000000,1335.99,0
20000000,1345.12,0
22000000,1370.36,4
24000000,1540.21,16
26000000,1645.4,32
28000000,1708.31,43
30000000,1988.93,85
