Steps,Avg. Return,WinRate
1000000,94.51,0
1500000,202.0,0
2000000,201.4,0
2500000,271.52,0
3000000,201.95,0
3500000,201.8,0
4000000,202.01,0
4500000,202.0,0
500000,318.34,0
5000000,215.39,0
