Steps,Avg. Return,WinRate
5000000,841.22,0.23
10000000,1351.13,0.53
15000000,1353.05,0.53
20000000,1446.61,0.6
25000000,1607.6,0.69
30000000,2023.49,0.95
35000000,1947.23,0.91
40000000,2070.72,0.99
45000000,2015.17,0.96
50000000,2070.89,0.99
55000000,2057.44,0.98
60000000,2087.63,1.0
65000000,2078.74,0.99
