Steps,Avg. Return,WinRate
1000000,944.4,10
1500000,977.27,9
2000000,1241.52,17
2500000,1426.9,41
3000000,1327.53,29
3500000,1636.06,45
4000000,1833.58,59
4500000,2088.57,76
500000,955.42,2
5000000,2112.36,69
