Steps,Avg. Return,WinRate
5000000,1328.62,0.5
10000000,1637.64,0.71
15000000,1761.64,0.78
20000000,1883.59,0.86
25000000,1939.91,0.9
30000000,2062.21,0.98
35000000,2040.94,0.96
40000000,1965.61,0.9
45000000,2054.98,0.98
50000000,2056.29,0.97
55000000,2055.14,0.98
60000000,2088.25,1.0
65000000,2088.3,1.0
