Steps,Avg. Return,WinRate
5000000,172.23,0.0
10000000,264.62,0.0
15000000,303.46,0.0
20000000,331.75,0.0
25000000,424.06,0.0
30000000,638.48,0.0
35000000,628.14,0.0
40000000,675.89,0.0
45000000,713.13,0.0
50000000,769.91,0.02
55000000,878.73,0.03
60000000,867.15,0.04
65000000,991.6,0.1
70000000,1270.68,0.29
75000000,1625.14,0.61
80000000,1683.05,0.67
85000000,1706.13,0.7
90000000,1802.43,0.76
95000000,1860.31,0.82
100000000,1681.84,0.66
