Steps,Avg. Return,WinRate
1000000,1023.89,0
10000000,2122.45,97
2000000,1283.64,0
3000000,1531.11,0
4000000,1695.12,13
5000000,1755.16,39
6000000,1823.97,50
7000000,1797.44,45
8000000,1754.52,41
9000000,2041.12,90
