Steps,Avg. Return,WinRate
100000,688.64,2
200000,817.25,3
300000,663.3,3
400000,708.27,1
500000,794.22,3
600000,713.37,1
700000,736.1,0
800000,752.4,1
900000,519.34,0
1000000,868.28,3
1500000,890.55,5
2000000,955.34,6
2500000,848.94,3
3000000,875.65,2
3500000,929.16,7
4000000,814.33,5
4500000,973.12,11
5000000,1013.59,5
