Steps,Avg. Return,WinRate
100000,789.59,1
200000,958.42,6
300000,866.7,2
400000,949.94,10
500000,1079.67,8
600000,958.87,9
700000,1149.99,13
800000,1120.18,14
900000,1055.79,11
1000000,1109.74,13
1500000,1453.06,33
2000000,1381.35,19
2500000,1881.25,61
3000000,2008.84,60
3500000,2154.81,78
4000000,2247.92,79
4500000,2365.14,86
5000000,2441.42,92
