Steps,Avg. Return,WinRate
5000000,243.852,0.001
10000000,297.436,0.007
15000000,361.724,0.016
20000000,347.466,0.012
25000000,390.493,0.019
30000000,424.045,0.029
35000000,429.951,0.029
40000000,449.692,0.03
45000000,411.725,0.023
50000000,468.019,0.033
55000000,470.346,0.046
60000000,487.845,0.053
65000000,460.95,0.036
70000000,500.51,0.045
75000000,501.561,0.043
80000000,528.273,0.055
85000000,518.478,0.05
90000000,518.731,0.059
95000000,565.363,0.063
100000000,514.436,0.05
