Steps,Avg. Return,WinRate
1000000,2204.39,66
1500000,2434.44,77
2000000,2593.98,95
2500000,2575.04,89
3000000,2537.88,91
3500000,2700.27,99
4000000,2718.21,100
4500000,2692.66,99
500000,1422.17,27
5000000,2687.72,97
