Steps,Avg. Return,WinRate
1000000,976.6,0
1500000,1168.21,0
2000000,1072.83,0
2500000,1174.71,0
3000000,1202.89,0
3500000,1173.93,0
4000000,1166.82,0
4500000,1230.33,0
500000,378.44,0
5000000,1141.41,0
