Steps,Avg. Return,WinRate
2000000,914.78,3
4000000,1629.79,34
6000000,2074.89,58
8000000,2240.53,76
10000000,2344.66,82
12000000,2368.83,80
14000000,2466.39,88
16000000,2540.25,89
18000000,2542.38,90
20000000,2645.81,96
22000000,2681.6,100
24000000,2663.46,98
26000000,2688.03,100
28000000,2646.8,97
30000000,2670.33,99
