Steps,Avg. Return,WinRate
2000000,1191.7357859999997,2
4000000,1623.2480923999997,11
6000000,1621.18326555,16
8000000,1993.2986065000007,29
10000000,2661.383746600001,53
12000000,2787.9325596000003,56
14000000,3326.5451031000016,75
