Steps,Avg. Return,WinRate
2000000,322.56,1
4000000,483.77,0
6000000,553.14,0
8000000,631.83,2
10000000,1029.56,16
12000000,1157.19,25
14000000,1521.82,51
16000000,1915.73,87
18000000,2016.48,94
20000000,2050.13,97
