Steps,Avg. Return,WinRate
2000000,430.44,0
4000000,881.46,0
6000000,1183.52,0
8000000,1277.4,0
10000000,1314.74,0
12000000,1311.89,0
14000000,1306.34,0
16000000,1293.07,0
18000000,1315.37,0
20000000,1321.33,0
