Steps,Avg. Return,WinRate
1000000,1783.69,45
1500000,2379.54,86
2000000,2526.11,97
2500000,2556.15,99
3000000,2557.64,99
3500000,2593.5,99
4000000,2417.94,87
4500000,2504.72,93
500000,1448.72,34
5000000,2500.59,95
