Steps,Avg. Return,WinRate
1000000,859.85,6
10000000,2581.84,92
11000000,2531.68,93
12000000,2507.36,90
13000000,2581.59,94
14000000,2664.15,100
15000000,2618.2,96
2000000,993.53,4
3000000,1261.76,16
4000000,1248.77,20
5000000,1658.09,34
6000000,1984.92,62
7000000,1985.9,63
8000000,2274.76,77
9000000,2419.51,85
