Steps,Avg. Return,WinRate
100000,802.23,3
200000,929.81,4
300000,844.6,8
400000,-385.94,0
500000,1173.47,14
600000,1755.23,53
700000,645.3,0
800000,201.02,0
900000,-307.69,0
1000000,-125.22,0
1500000,2206.93,76
2000000,2312.36,74
2500000,2306.03,78
3000000,2355.75,79
3500000,-417.97,0
4000000,2308.56,71
4500000,2010.74,50
5000000,2473.54,88
