Aux-input,WinRate,Avg. Return,Avg. Length
-1,0.0,99.727,20.0
-0.5,0.0,96.847,20.0
0,0.0,94.538,20.0
0.5,0.0,99.084,20.0
1,0.0,94.225,20.0
