Aux-input,WinRate,Avg. Return,Avg. Length
-1,0.0,-16.254,160.0
-0.5,0.0,-16.063,160.0
0,0.0,-16.093,160.0
0.5,0.0,-16.222,160.0
1,0.0,-16.127,160.0
