Aux-input,WinRate,Avg. Return,Avg. Length
-1,0.005,89.468,19.77
-0.5,0.002,78.111,18.55
0,0.0,89.014,18.53
0.5,0.0,69.739,18.61
1,0.0,67.725,16.9
