Aux-input,WinRate,Avg. Return,Avg. Length
-1,0.571,1456.52,1.0
-0.5,0.53,1423.905,1.0
0,0.606,1518.661,1.0
0.5,0.615,1477.251,1.0
1,0.555,1429.183,1.0
