Aux-input,WinRate,Avg. Return,Avg. Length
-1,0.618,1682.144,160.0
-0.5,0.641,1711.634,160.0
0,0.626,1722.484,160.0
0.5,0.65,1781.332,160.0
1,0.641,1750.273,160.0
