Aux-input,WinRate,Avg. Return,Avg. Length
-1,0.0,818.0,160.0
-0.5,0.001,840.351,160.0
0,0.001,896.6,160.0
0.5,0.0,858.05,160.0
1,0.001,875.15,160.0
