Steps,Avg. Return,WinRate
2000000,397.69,0
4000000,513.61,0
6000000,556.25,0
8000000,636.44,2
10000000,1130.77,24
12000000,1324.2,39
14000000,1312.92,41
16000000,1890.51,84
18000000,2080.37,99
20000000,2059.03,97
22000000,2091.0,100
24000000,2080.35,99
26000000,2091.0,100
28000000,2091.0,100
30000000,2075.89,99
32000000,2091.0,100
34000000,2080.35,99
36000000,2091.0,100
38000000,2091.0,100
40000000,2080.34,99
